"Es ist ein sehr schwieriges Thema und ich sehe die Argumente beider Seiten. Das Argument, dass diese Frauen nicht mehr am gesellschaftlichen Leben teilnehmen können, ist aber recht heuchlerisch, da sie bereits jetzt nicht am gesellschaftlichen Leben teilnehmen und von ihrer Kultur daran gehindert werden. Aus meiner Sicht sollten grosse religiöse Symbole generell aus dem öffentlichen Leben verschwinden - mit Ausnahme von offiziellen Kirchenvertretern. Das aber per Verbot durchzudrücken, gefällt mir selber auch nicht.","Sentiment(polarity=0.04999999999999999, subjectivity=0.125)"
Hier in der Schweiz zeigt man das Gesicht in normalen Zeiten. Es zwingt auch niemand in der Schweiz Ferien zu machen oder hier zu leben.,"Sentiment(polarity=-0.15000000000000002, subjectivity=0.0)"
Selbstverständlich fallen die Masken unter das Verschleierungsverbot. Aber wenn zwei dasselbe tun ist es nicht das gleiche.,"Sentiment(polarity=0.0, subjectivity=0.0)"
Gegensprechanlag maxht mehr Sinn... den sid wir mal ehrlich mit der ymaske sieht man nicht viel besser wer vor einem steht und das soll dan ok sein. das hat dann mit der Sache an sich nichts zu tun sondern mehr mit dem Hass gegen ander Kulturen... davon distanzier ich mich als Eidgenosse.... Leben und Leben lassen.,"Sentiment(polarity=0.16666666666666666, subjectivity=0.8333333333333333)"
2 Probleme gleichzeitig gelöst.,"Sentiment(polarity=0.0, subjectivity=0.0)"
Wo ist das Problem ? Wieso wird immer so ein Drama daraus gemacht? Lasst doch die Menschen in frieden.,"Sentiment(polarity=0.0, subjectivity=0.0)"
"Wie oft haben wir, dasselbe abgestimmt ??? Wir leben hier in der Schweiz und wer das Verbot nicht akzeptieren kann, soll nicht in die Schweiz kommen! Wir passen uns ja auch den Sitten und Gebräuchen im Ausland an.","Sentiment(polarity=-0.39999999999999997, subjectivity=0.0)"
Es ist in keinem verhaeltnis die hygiene masken mit einer verschleierung zu vergleichen. Zudem sind wir ein christliches land und leider schon zu weit weg von jeglicher anpassung von aussen. Wir haben keine staatsreligion aber traditionen und dabei ist es auch das frauen und maenner gleichermassen ihr gesicht zeigen koennen. Wenn wir nach saudi arabien etc gehen muessen wir uns auch anpassen - wird als selbstverstaendlich erachtet,"Sentiment(polarity=0.0, subjectivity=0.0)"
Liebe schweizer sind die 5 burkas die ihr in eurem leben gesehen habt eure grösste sorge ?,"Sentiment(polarity=1.0, subjectivity=0.0)"
"@SrbijaBrate Wer sagt, dass es unsere grösste Sorge ist?","Sentiment(polarity=0.0, subjectivity=0.0)"
@SrbijaBrate Vermehrung tendenz zunehmend,"Sentiment(polarity=0.0, subjectivity=0.0)"
in anderen Länder kämpfen die frauen für freiheit und hier soll sie ihnen genommen werden.,"Sentiment(polarity=0.0, subjectivity=0.0)"
noch betrifft es hauptsächlich nur die Touris...,"Sentiment(polarity=0.0, subjectivity=0.0)"
Unser Land unsere Sitten.,"Sentiment(polarity=0.0, subjectivity=0.0)"
Unnötige und deplatzierte Initiative. Ausschließlich entstanden durch Fremdenfeindlichkeit.,"Sentiment(polarity=-0.5, subjectivity=0.0)"
"Freie Menschen entscheiden selber ob sie ihr Gesicht zeigen wollen liebe SVP. Aber man versucht halt krampfhaft Feindbilder zu beschwören und scheinbare Erfolge bei deren Bekämpfung vorzuzeigen um bei den nächsten Wahlen zu Punkten. Künstliche Probleme werden beworben, die echten bleiben bestehen . KK Prämie wird deswegen nicht sinken, die Altervorsorge nicht gesichert und die Umwelt nicht geschont. Es wird hier nichts gewonnen. Weder bei der SicherheitStrafverfolgung noch bei den Menschenrechten oder Integration.","Sentiment(polarity=0.3333333333333333, subjectivity=0.0)"
Ich bin gegen Masken.,"Sentiment(polarity=0.0, subjectivity=0.0)"
"Wieder so eine Initiative, die es eigentlich gar nicht braucht. Burkas und Niqabs sieht man in der Schweiz nur sehr selten. Das heisst nicht, dass ich gegen die Initiative bin, aber meiner Meinung nach hätten wir eigentlich weit grössere Probleme.","Sentiment(polarity=0.0, subjectivity=0.26666666666666666)"
"Ich werde das Vermummungsverbot solange unterstützen, wie es auch die Maskentragpflicht in allen Variationen betrifft!","Sentiment(polarity=0.7, subjectivity=0.0)"
Unserm Land ist egal was im Gesetzt steht. Nur der Bundesrat entscheidet was für sein Volk gut ist. Das heisst diese Abstimmung ist wie viele andere eine Show. Gemacht wird nachehr sicher nicht was Abgestimmt wurde.,"Sentiment(polarity=0.6, subjectivity=0.25)"
"Finde ich gut. Wir sind in der Schweiz und nicht in Saudia Arabien. Vorallem Ihre Gesichter erkennt man auch nicht, also.","Sentiment(polarity=0.3333333333333333, subjectivity=0.0)"
"Laufen Sie als Frau mal in Afghanistan, Iran, Saudi Arabien etc. im Minirock, in Hotpants und bauchfreiem Spaghettiträgertop herum. Da kommen sie nicht weit.","Sentiment(polarity=0.0, subjectivity=0.0)"
"Wie lange hält die Wirkung der Impfung an? Das ist noch unklar. Diese Frage lässt sich erst beantworten, wenn noch etwas Zeit vergangen ist. Die ersten Teilnehmer der großen Teststudien in der abschließenden Phase 3 der Impfstoffentwicklung wurden im Sommer geimpft, also erst vor wenigen Monaten. Das Unternehmen Biontech beispielsweise wird seine Testgruppen nun weitere zwei Jahre beobachten.","Sentiment(polarity=-0.06999999999999999, subjectivity=0.1)"
Ernste Frage Darf man ein Schal über die Nase tragen bei minus Temperaturen?,"Sentiment(polarity=-1.0, subjectivity=0.0)"
Die Kopftücher sollte nun wirklich kein Problem sein. Die Gesichter sind doch zu sehen und warum sollte man gegen so was Vorgehen das stört doch wirklich niemanden ausser wieder dieSVP .,"Sentiment(polarity=0.25, subjectivity=0.0)"
"@Filou. Das Kopftuch ist grundsätzlich kein Problem. Wenn aber in der Schulordnung steht das keine Kopfbedeckung erlaubt ist diese Hausordnung zu respektieren, egal von Knaben oder Mädchen.","Sentiment(polarity=0.3333333333333333, subjectivity=0.0)"
Lasst es bitte bitte endlich gut sein und seid tolerant und weltoffener! Oder zwingt ihr nun jede Ordensfrau zu Fön Frisur.....,"Sentiment(polarity=0.0, subjectivity=0.0)"
"Ein Kopftuch ist meiner Meinung nach kein typisch islamisches Symbol. Auch in unserer Kultur kennt man dieses Accessoire. Zwar aus der Mode aber das kann sich auch wieder ändern. Was ich jedoch stossender finde, dass in vielen Schulen das Jesuskreuz entfernt wurde. Dies finde ich dann definitiv zu viel Toleranz.","Sentiment(polarity=-0.06999999999999999, subjectivity=0.3)"
"Wo bleibt die sagenhafte Toleranz. Die Wirtschaft nimmt sehr gerne billige Arbeitskräfte, woher Sie auch immer kommen. Anschliessend diskreditieren wir Sie. Abscheulich das wir das zulassen.","Sentiment(polarity=0.25, subjectivity=0.0)"
Die Schweiz war immer ein sicherer Ort. Ich habe Angst was nach dieser Wahl passieren könnte. Hoffe wir werden nicht zur Zielscheibe....,"Sentiment(polarity=0.4666666666666666, subjectivity=0.0)"
"@Worried Und das ist für dich ein Grund für ein ""nein""????","Sentiment(polarity=0.0, subjectivity=0.0)"
Warum nich ganz einfach alle Kopfbedekungen während des Unterrichts verbieten? Egal ob sie ein religiöses Zeichen sind oder nicht.,"Sentiment(polarity=-0.07500000000000001, subjectivity=0.0)"
Nächster Schritt heisst Sonnenbrillenverbot. In der Schweiz schaut man sich in die Augen. Wilhelm Tell hatte auch keine Sonnenbrille.,"Sentiment(polarity=0.0, subjectivity=0.0)"
"Das macht Sinn, ohne Kopfbedeckung zum Schwimmen, Sport allgemein, wenn möglich noch zum duschen, mit der Mütze ist es dasselbe, bei uns soll sich Jeder , Jede, frei fühlen, oder sehe ich das falsch?","Sentiment(polarity=-0.15000000000000002, subjectivity=0.0)"
Es besteht dringender Bedarf an Aufklärung und Reformation.,"Sentiment(polarity=0.0, subjectivity=0.0)"
"Ja, die Geschichte wiederholt sich. Es gibt Parallelen. Wir müssen nur beim Sinnvollen bleiben.","Sentiment(polarity=0.0, subjectivity=0.0)"
Der Gast passt sich an... will er das nicht braucht er nicht zu kommen oder wir müssen mit verboten die Grenzen der Gastfreundschaft aufzeigen..,"Sentiment(polarity=-0.7, subjectivity=0.0)"
@Lucifer Lucifer ist sowieso gegen jede Religion .,"Sentiment(polarity=0.0, subjectivity=0.0)"
"Am Ende wird wie bei allen Abstimmungsresultate, die der sogenannten intellektuellen Elite nicht in den Kram passen, so lange verzögert, gejammert und verwässert, dass es eigentlich gar keine Rolle mehr spielt, was das Volk abgestimmt hat.","Sentiment(polarity=0.0, subjectivity=0.45)"
"Liebes Volk und Politiker Können wir uns mal über Angelegenheiten reden, die den gesellschaftlichen Nutzen maximieren anstatt über ein Thema zu diskutieren, welches eher zweirangig ist? Es wird langsam Zeit dafür. Danke.","Sentiment(polarity=0.10000000000000002, subjectivity=0.0)"
@rat. Das ist Sache der Ansicht. Danke.,"Sentiment(polarity=0.0, subjectivity=0.0)"
Wer in unserer Schweiz leben will hat sich anzupassen und sonst lieber wieder gehen wo er hergekommen ist.,"Sentiment(polarity=0.0, subjectivity=0.0)"
"logischerweise sind kopftücher hier nicht gern gesehen. tragt die beim duschen oder sonst wo aber nicht hier auf der strasse! spaltung hin oder her, es ist ein fakt. wenn ihr wollt das ihr jemandem von unserem land werdet so macht was hier angesagt ist. ich meine das nicht böse, ist nur ein guter rat...","Sentiment(polarity=0.15, subjectivity=0.0)"
"Wieso stimmen wir überhaupt ab? 1. Ist die Entscheidung falsch, sollte sie gegen die Meinung der Elite sein. 2. werden wir heftig für den Entscheid kritisiert und 3. Wird es schlussendlich sowieso nicht umgesetzt. Siehe letzte Abstimmungen über Migration und EU.","Sentiment(polarity=-0.16666666666666666, subjectivity=0.13333333333333333)"
Können wir uns nicht einfach wieder mit den wichtigen Problemen beschäftigen? Das ist doch Kindergarten sowas!,"Sentiment(polarity=0.0875, subjectivity=0.0)"
Und als nächstes fällt die Kippa? Hört auf mit dem Unsinn. Aus Solidarität tragen wir keine Kreuze mehr...,"Sentiment(polarity=0.0, subjectivity=0.3333333333333333)"
"@Bassa So lange die Welt besteht, wird das sicher nie vorkommen","Sentiment(polarity=0.7, subjectivity=0.0)"
@Bassa - Seit wann ist die Kippa eine Gesichtsverhüllung? Und das Kreuz trage ich erst recht...,"Sentiment(polarity=0.0, subjectivity=0.0)"
Kopftuchverbote? Ich denke das die Auslandsfinanzierung das wichtigere Thema ist! Diese sollte unterbunden werden.,"Sentiment(polarity=-0.2333333333333333, subjectivity=0.0)"
"in ich froh ziehe ich im Sommer nach Teheran. Kommt doch mit, die haben noch so was wie Menschenrechte und der Lebensstandard ist höher als in der Schweiz und die haben eine echte Armeee.","Sentiment(polarity=0.15000000000000002, subjectivity=0.0)"
"@schweizerrrrr Kann nicht, bin Frau","Sentiment(polarity=0.0, subjectivity=0.0)"
Das Ja ist keine Diskriminierung sondern eine Unterstreichung des Verhüllungverbot in der schweiz. Nicht mehr und nicht weniger,"Sentiment(polarity=0.0, subjectivity=0.5)"
"Die meisten muslimischen Familien in der Schweiz zwingen ihre Kinder im Jugendalter nicht, Kopftuch zu tragen, da das Kopftuch tragen, eine Sache zwischen der jeweiligen Person und Gott ist, Zwang in dieser Hinsicht ist nach den authentischen Islamquellen verboten. Wenn das Egerkinger-Komitee jetzt noch ein Verbot für Kopftücher erlässt, kommt dies einem Verbot von Religionsfreiheit gleich, da die Initiative, die Menschen dazu zwingt, ihren Glauben nicht ausüben zu dürfen. Es gibt Patriarchen, aber diese gibt es unabhängig der Religionszugehörigkeit oder der Kultur.","Sentiment(polarity=0.2333333333333333, subjectivity=0.0)"
"@Hanspeter Aegeri Nicht zwingen, aber es wird ihnen bereits im Kidnesalter eingeredet so dass sie es dann scheinbar freiwillig machen","Sentiment(polarity=0.6, subjectivity=0.0)"
"@Trick771 echt? Und das hast du aus erster Hand, gell","Sentiment(polarity=0.5, subjectivity=0.0)"
"In den Schulen hat man das Kreuz verbant, so gehört das Kopftuch auch dazu.","Sentiment(polarity=0.0, subjectivity=0.0)"
"Richtig so! Im Kindergarten anfangen dann an Schulen, Universitäten und auf den Straßen. Das Gesetz und der Entscheid muss akzeptiert werden.","Sentiment(polarity=0.6666666666666666, subjectivity=0.0)"
"Wir haben doch vor 2 Jahren schon abgestimmt und klar gemacht keine Verhüllung. Wieso muss es immer wieder eine Abstimmung geben??? Wienerli dürfen kein Schweinefleisch enthalten - Morenköpfe dürfen nicht so heisse - und vieles Andere. Es reicht langsam ich fühle mich unwohl in meiner so schönen Schweiz. Ich bin Eidgenossin und sage, wer sich nicht unserer Mentalität anpassen will oder kann, hat bei uns nichts verloren. Wenn wir in deren Länder reisen, müssen wir uns ihren Sitten anpassen ob wir es für richtig halten oder nicht. Die machen dann aber keinen Spass sonst bist du bald in einer Zelle -aber ohne Fernseher und feinem Essen.","Sentiment(polarity=0.32857142857142857, subjectivity=0.0)"
Burkaverbot aber dafür müssen wir alle Masken anziehen....Die Schweiz hat hiermit extrem viel an Glaubhaftigkeit verloren.....Das ist ein enormer Rückschritt für die Demokratie in der Schweiz,"Sentiment(polarity=0.35, subjectivity=0.5)"
"Wer sich verhüllen muss, weil dies die Familie so wünscht wandert in das passende Land aus. Vielleicht werden auch dort so viele Freiheiten und Sozialleistungen geboten.","Sentiment(polarity=0.5, subjectivity=0.5)"
"Finde ich gut wer in der Schweiz lebt, geht nach unseren Regelen.","Sentiment(polarity=1.0, subjectivity=0.0)"
Binn absolut für ein verfassungsmässiges Verhüllungsverbot. Hoffentlich hört damit endlich der Fasnacht - Wahnsinn auf.,"Sentiment(polarity=0.35, subjectivity=0.0)"
"Das heisst, ich ziehe ab heute auch keine Maske mehr an, denn dank Corona verhüllen wir uns alle!! Diese Logik!!","Sentiment(polarity=-0.11666666666666665, subjectivity=0.16666666666666666)"
Anpassen ans Land in dem man wohnt sollte auch selbstverständlich sein,"Sentiment(polarity=0.0, subjectivity=0.0)"
"Jeder ohne Kopftuch soll mit einer ""Dächlikappe"" in der Schule sitzen. Mal die Reaktion der Lehrkräfte abwarten.","Sentiment(polarity=0.0, subjectivity=0.0)"
"Das macht Sinn, Kopftuchverbot an Schulen. Das galt in der Türkei noch bis vor ein paar Jahren. Das Kopftuch ist ein Zeichen, dass eine Frau im heiratsfähigen Alter ist. Das kommt bei uns weder in der Unterstufe noch in der Oberstufe vor.","Sentiment(polarity=0.0, subjectivity=0.0)"
"@D Bucher hahhahahaha ""heiratsfähigen Alter"" wer hat den das gesagt????","Sentiment(polarity=0.0, subjectivity=0.0)"
"@D Bucher ahahahhahahahah ""heiratsfähigen Alter"" wer hat dir das gesagt?","Sentiment(polarity=0.0, subjectivity=0.0)"
"Ist ja schlimm, das man überhaupt die Leute sich ans fremde Land in dem man wohnt zum anpassen zwingen muss. Dasselbe in grün mit der Sprache.","Sentiment(polarity=-0.3333333333333333, subjectivity=0.13333333333333333)"
@Planktoni die Schweiz ist kein Land sondern eine Firma und ihr seit keine Eidgenossen sondern ein Firmenprodukt!!!!,"Sentiment(polarity=0.0, subjectivity=0.0)"
"@Planktoni. Ja ja, die liebe Sprache. Ist auch für manch Eingeborenen ein Buch mit sieben Siegeln.","Sentiment(polarity=0.3333333333333333, subjectivity=0.0)"
"Gut, dass der Ausverkauf unserer mitteleuropäischen Werte jetzt einmal einen Dämpfer erhalten hat. Ich hoffe nur, dass die Nachbarstaaten endlich wach werden.","Sentiment(polarity=0.85, subjectivity=0.0)"
